eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
84.64,-2.390000104904175,80.67,-1.940000057220459,949.0,0.00018420380365569144,0.0,2.7078800201416016,-5.571635483647697e-05,1.651939868927002,0.025643646717071533,1.0,256.0,17.25814720802009,16384.0
82.7,-1.940000057220459,86.85,-2.509999990463257,1298.0,0.0006118933670222759,0.00026448568678461015,2.706596612930298,-0.0008159925346262753,1.3513931035995483,0.05583614110946655,2.0,512.0,29.92247371096164,32768.0
82.74,-2.069999933242798,82.69,-2.2699999809265137,1299.0,0.0008960289997048676,0.0,2.701955795288086,-0.00019861529290210456,1.40380859375,0.06753277778625488,3.0,768.0,42.5298568229191,49152.0
84.27,-2.0299999713897705,83.19,-2.8399999141693115,1256.0,0.001645286101847887,0.0021565754432231188,2.6940133571624756,-0.0008993246592581272,1.2338200807571411,0.1056637167930603,4.0,1024.0,55.57161945500411,65536.0
81.92,-1.9299999475479126,82.0,-2.4600000381469727,1094.0,0.0016394591657444835,0.0007731119985692203,2.688774347305298,-0.0007047044928185642,1.1059287786483765,0.13624608516693115,5.0,1280.0,70.53684694482945,81920.0
83.98,-2.680000066757202,84.91,-2.3299999237060547,1116.0,0.0017074005445465446,0.0031331379432231188,2.68237042427063,-0.000681300472933799,1.2672576904296875,0.1697975993156433,6.0,1536.0,85.20926313102245,98304.0
83.73,-2.0999999046325684,81.5,-1.9600000381469727,1235.0,0.0015602457569912076,0.0061238608323037624,2.686661720275879,-0.0005097439861856401,0.9979495406150818,0.20872366428375244,7.0,1792.0,98.4684668679256,114688.0
88.01,-2.5199999809265137,79.32,-2.0,1247.0,0.0027848239988088608,0.015421549789607525,2.6797409057617188,-0.001487899455241859,1.1016794443130493,0.19115585088729858,8.0,2048.0,111.60406717797741,131072.0
80.83,-1.7200000286102295,83.33,-2.490000009536743,1304.0,0.0019130053697153926,0.00040690103196538985,2.681206703186035,-0.0011665475321933627,1.0673604011535645,0.23948520421981812,9.0,2304.0,124.16511750896461,147456.0
76.96,-2.380000114440918,78.06,-2.6500000953674316,1157.0,0.00250650430098176,0.007893879897892475,2.672457456588745,-0.0004089563153684139,0.9952699542045593,0.24310541152954102,10.0,2560.0,138.31553417700343,163840.0
80.46,-2.2799999713897705,80.77,-2.1600000858306885,1092.0,0.002556067891418934,0.013529459945857525,2.667823553085327,-0.0012241200311109424,0.9549567699432373,0.28620463609695435,11.0,2816.0,153.32037441595457,180224.0
78.44,-2.2100000381469727,83.5,-2.3299999237060547,1199.0,0.00244383723475039,0.01043701171875,2.6647324562072754,-0.0015902677550911903,0.7804812788963318,0.3155069947242737,12.0,3072.0,166.97626955993474,196608.0
84.12,-2.259999990463257,80.14,-2.6700000762939453,1273.0,0.001919662463478744,0.01287841796875,2.656968355178833,-0.0008374000899493694,0.7588770389556885,0.32155144214630127,13.0,3328.0,179.84720947383903,212992.0
85.34,-2.0999999046325684,83.96,-3.0,1243.0,0.0035936704371124506,0.013570149429142475,2.6647167205810547,-0.0022703257855027914,0.7173845171928406,0.3375643491744995,14.0,3584.0,193.0235239479225,229376.0
88.42,-3.069999933242798,90.88,-2.240000009536743,1233.0,0.0017442336538806558,0.0021565754432231188,2.6581008434295654,-0.0012059088330715895,0.751525342464447,0.30165499448776245,15.0,3840.0,206.31245767488144,245760.0
77.75,-1.8200000524520874,83.05,-2.2699999809265137,1141.0,0.002396076451987028,0.0052897133864462376,2.663771629333496,-0.0007539920043200254,0.6757323741912842,0.332486629486084,16.0,4096.0,220.66625710087828,262144.0
85.15,-2.0899999141693115,88.99,-2.4200000762939453,1093.0,0.003200506791472435,0.01890055276453495,2.652801752090454,-0.0006702110986225307,0.6773086190223694,0.3669620752334595,17.0,4352.0,235.65467521292157,278528.0
80.25,-1.7999999523162842,85.94,-2.809999942779541,1344.0,0.003598969429731369,0.0140380859375,2.6380953788757324,-0.0022307499311864376,0.6686871647834778,0.3889596462249756,18.0,4608.0,247.83849077788182,294912.0
90.97,-1.8200000524520874,87.84,-2.740000009536743,1189.0,0.0025699520483613014,0.01275634765625,2.6049013137817383,-0.0020069933962076902,0.5713332295417786,0.4003521800041199,19.0,4864.0,261.6181495739147,311296.0
83.69,-2.609999895095825,81.53,-2.3299999237060547,1184.0,0.004272775258868933,0.0329793281853199,2.5977001190185547,-0.0020867420826107264,0.6609669327735901,0.42355871200561523,20.0,5120.0,275.4467436198611,327680.0
85.02,-2.2799999713897705,86.29,-2.950000047683716,1192.0,0.0051092845387756824,0.0397542305290699,2.595634698867798,-0.002805744530633092,0.6053226590156555,0.4595208168029785,21.0,5376.0,289.1921722779516,344064.0
81.32,-1.9700000286102295,84.01,-2.0199999809265137,1144.0,0.005301869940012693,0.0607503242790699,2.569973945617676,-0.0018730666488409042,0.7069705128669739,0.461182177066803,22.0,5632.0,303.5096869368572,360448.0
84.23,-2.009999990463257,83.77,-2.259999990463257,1075.0,0.005595804657787085,0.0562947578728199,2.5770556926727295,-0.004283546004444361,0.6865652203559875,0.49246376752853394,23.0,5888.0,318.74416524684057,376832.0
85.78,-1.3799999952316284,86.83,-2.4600000381469727,1395.0,0.005812067072838545,0.072998046875,2.5802667140960693,-0.005748743657022715,0.6522189974784851,0.5211388170719147,24.0,6144.0,330.483894205885,393216.0
