eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
83.57,-2.359999895095825,77.7,-1.5199999809265137,869.0,0.0004916341858915985,0.0,2.7075650691986084,-0.0003488523361738771,1.761319637298584,0.028766632080078125,1.0,256.0,18.835049505112693,16384.0
85.6,-2.1700000762939453,82.38,-1.9900000095367432,913.0,0.0005301358760334551,0.0,2.705477476119995,-0.0004988927976228297,1.6301146745681763,0.04512900114059448,2.0,512.0,36.837055039126426,32768.0
87.23,-1.9299999475479126,83.02,-3.240000009536743,1024.0,0.0015898817218840122,0.0035807292442768812,2.700312614440918,-0.000894252210855484,1.3865810632705688,0.06633353233337402,3.0,768.0,52.82612449512817,49152.0
77.07,-1.5199999809265137,82.59,-2.119999885559082,954.0,0.0008602489251643419,0.0,2.691554307937622,-0.0004115629999432713,1.272847056388855,0.10385626554489136,4.0,1024.0,69.99400323815644,65536.0
84.95,-2.4600000381469727,80.94,-2.0299999713897705,963.0,0.000950769055634737,2.0345052689663135e-05,2.693953275680542,-0.0006590287084691226,1.2462983131408691,0.13840007781982422,5.0,1280.0,87.0010714889504,81920.0
85.11,-1.8300000429153442,89.39,-2.440000057220459,1102.0,0.0018345899879932404,8.138021075865254e-05,2.683718681335449,-0.0004190086910966784,1.0929096937179565,0.16391903162002563,6.0,1536.0,101.86009762412868,98304.0
85.07,-2.2300000190734863,83.57,-2.1700000762939453,922.0,0.0016978768398985267,0.00714111328125,2.672891855239868,-0.000914249278139323,1.0302449464797974,0.21032088994979858,7.0,1792.0,119.6137725149747,114688.0
86.44,-1.7300000190734863,81.01,-2.0999999046325684,1059.0,0.0020647437777370214,0.0049845376051962376,2.668048143386841,-0.000716962618753314,0.8845414519309998,0.2824743986129761,8.0,2048.0,135.07313313311897,131072.0
95.1,-2.809999942779541,83.82,-1.809999942779541,907.0,0.0022369299549609423,0.0060628256760537624,2.650174379348755,-0.0008780636708252132,0.8205168843269348,0.2933391332626343,9.0,2304.0,153.12104424112476,147456.0
80.86,-1.9199999570846558,82.47,-2.5299999713897705,1017.0,0.0019387840293347836,0.00032552084303461015,2.6397740840911865,-0.0011033025803044438,0.7674052715301514,0.3502429723739624,10.0,2560.0,169.22289118007757,163840.0
77.19,-2.009999990463257,86.53,-2.5399999618530273,953.0,0.0031104832887649536,0.012837727554142475,2.6279289722442627,-0.001384936855174601,0.7929186820983887,0.32415878772735596,11.0,2816.0,186.409822341986,180224.0
84.42,-2.740000009536743,84.52,-2.0,948.0,0.003983414266258478,0.0343221016228199,2.605333089828491,-0.0012800387339666486,0.7223182320594788,0.3292217254638672,12.0,3072.0,203.6889548690524,196608.0
84.31,-1.8700000047683716,83.33,-2.3399999141693115,1015.0,0.003976114094257355,0.01942952536046505,2.607797384262085,-0.0013909967383369803,0.7194585204124451,0.35961127281188965,13.0,3328.0,219.83066785614938,212992.0
83.3,-2.0899999141693115,78.44,-2.450000047683716,906.0,0.004436487331986427,0.02296956442296505,2.581977128982544,-0.0011796689359471202,0.6687718033790588,0.37678319215774536,14.0,3584.0,237.898742379155,229376.0
82.61,-1.909999966621399,86.52,-2.0299999713897705,1089.0,0.005442000925540924,0.048828125,2.561769723892212,-0.0025343550369143486,0.6289790272712708,0.42640024423599243,15.0,3840.0,252.94285522704013,245760.0
87.74,-2.1700000762939453,80.99,-1.850000023841858,929.0,0.004060227889567614,0.034423828125,2.558619737625122,-0.001957440050318837,0.6028057932853699,0.40546029806137085,16.0,4096.0,270.5635596390348,262144.0
87.96,-2.0299999713897705,77.51,-2.9600000381469727,1015.0,0.0049135698936879635,0.03375244140625,2.5406107902526855,-0.0017930542817339301,0.6430171728134155,0.44958925247192383,17.0,4352.0,286.6966972290538,278528.0
88.31,-2.3499999046325684,92.13,-2.5,887.0,0.005355022847652435,0.0507609061896801,2.5075454711914062,0.00036711315624415874,0.8000349402427673,0.43190163373947144,18.0,4608.0,305.1540016310755,294912.0
87.4,-2.509999990463257,84.4,-2.369999885559082,1018.0,0.005219611804932356,0.0442301444709301,2.491399049758911,-0.002476367400959134,0.6359028816223145,0.4510805606842041,19.0,4864.0,321.24514013994485,311296.0
87.19,-1.559999942779541,84.35,-1.1799999475479126,963.0,0.007443919312208891,0.079345703125,2.5115582942962646,-0.0050575342029333115,0.6431477665901184,0.42010796070098877,20.0,5120.0,338.2507001850754,327680.0
83.06,-1.3899999856948853,86.03,-2.430000066757202,952.0,0.0056757074780762196,0.05767822265625,2.5125577449798584,-0.003986159805208445,0.5926039814949036,0.47371572256088257,21.0,5376.0,355.45916165201925,344064.0
91.49,-2.819999933242798,84.22,-2.5999999046325684,1047.0,0.004894197918474674,0.0392659492790699,2.537261724472046,-0.004083034582436085,0.6895071864128113,0.4280664324760437,22.0,5632.0,371.1038101571612,360448.0
87.23,-2.450000047683716,94.43,-2.5399999618530273,916.0,0.005958665627986193,0.0580851249396801,2.510202646255493,-0.003351760795339942,0.6390174627304077,0.487337589263916,23.0,5888.0,388.9772812561132,376832.0
94.31,-1.7100000381469727,83.91,-2.0199999809265137,1081.0,0.005577534437179565,0.07464599609375,2.498339891433716,-0.003130102762952447,0.679745614528656,0.4819469451904297,24.0,6144.0,404.126096250955,393216.0
