eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
85.91,-2.7699999809265137,85.38,-1.7699999809265137,1592.0,0.000370880588889122,0.0,2.7076709270477295,-0.0006479809526354074,0.3040519654750824,-0.003725409507751465,1.0,256.0,10.285627264063805,16384.0
83.83,-2.3399999141693115,86.12,-2.8299999237060547,2173.0,0.0004355252895038575,0.0,2.705233573913574,-0.0007636840455234051,0.17273955047130585,0.022576093673706055,2.0,512.0,17.959424947039224,32768.0
81.44,-2.190000057220459,83.92,-2.799999952316284,2167.0,0.0016975525068119168,0.008219401352107525,2.6990108489990234,-0.0014691688120365143,0.15738855302333832,0.06352466344833374,3.0,768.0,25.52017422101926,49152.0
87.51,-2.380000114440918,88.41,-2.490000009536743,2132.0,0.0014910626923665404,0.0040079751051962376,2.6885831356048584,-0.0012632565340027213,0.14301075041294098,0.1658639907836914,4.0,1024.0,33.20556550298352,65536.0
84.97,-2.059999942779541,85.32,-2.4800000190734863,2115.0,0.001890387269668281,0.009724934585392475,2.6807613372802734,-0.0019029160030186176,0.13265372812747955,0.2636641263961792,5.0,1280.0,40.953302234061994,81920.0
83.23,-3.2100000381469727,85.42,-2.119999885559082,2074.0,0.00149829953443259,0.010233561508357525,2.685331344604492,-0.001846720464527607,0.13659048080444336,0.347337543964386,6.0,1536.0,48.851865102071315,98304.0
88.66,-1.3799999952316284,90.46,-1.9500000476837158,2072.0,0.0018506328342482448,0.0038859050255268812,2.6883230209350586,-0.0028440069872885942,0.09305384755134583,0.3561910390853882,7.0,1792.0,56.760138208046556,114688.0
85.58,-1.6799999475479126,81.1,-2.4600000381469727,2160.0,0.0033764299005270004,0.02227783203125,2.6774303913116455,-0.004798206966370344,0.09693765640258789,0.42781341075897217,8.0,2048.0,64.3467246980872,131072.0
82.96,-1.7000000476837158,87.56,-2.109999895095825,2095.0,0.0046350774355232716,0.0448404960334301,2.670316457748413,-0.007356067653745413,0.10660049319267273,0.4775765538215637,9.0,2304.0,72.16733353608288,147456.0
82.73,-1.3799999952316284,84.01,-2.130000114440918,2097.0,0.0029748461674898863,0.02587890625,2.6749298572540283,-0.004815683234483004,0.09784727543592453,0.4279681444168091,10.0,2560.0,79.98158259806223,163840.0
